Variable_A,Variable_B,TimeWindow,n,df,r,CI_95%,p_val,p_adj,is_significant
Protein S100-A9,Mean Value (nm),delta_time4_vs_time1,20,17,-0.24472233062766002,"[-0.63, 0.24]",0.31260875268630184,0.9902054167988223,False
Immunoglobulin J chain,Mean Value (nm),delta_time4_vs_time1,20,17,0.1417690796761579,"[-0.33, 0.56]",0.5626285980115295,0.9902054167988223,False
Probable non-functional immunoglobulin kappa variable 3-7,Median Value (nm),delta_time4_vs_time1,20,17,0.35323701165689503,"[-0.12, 0.70]",0.13793932406058163,0.9902054167988223,False
Apolipoprotein A-IV,Median Value (nm),delta_time4_vs_time1,20,17,0.06675005980332648,"[-0.40, 0.51]",0.7860015133417773,0.9902054167988223,False
Coagulation factor XII,Median Value (nm),delta_time4_vs_time1,20,17,-0.1785176295470329,"[-0.59, 0.30]",0.4646456679803269,0.9902054167988223,False
Mannan-binding lectin serine protease 1,Median Value (nm),delta_time4_vs_time1,20,17,0.08038752492641683,"[-0.39, 0.52]",0.7435599956367951,0.9902054167988223,False
Complement factor I,Median Value (nm),delta_time4_vs_time1,20,17,0.26788908765652986,"[-0.21, 0.64]",0.2674952353159824,0.9902054167988223,False
Platelet glycoprotein Ib alpha chain,Median Value (nm),delta_time4_vs_time1,20,17,-0.1244025723986122,"[-0.55, 0.35]",0.6118577117858308,0.9902054167988223,False
Hepatocyte growth factor-like protein,Median Value (nm),delta_time4_vs_time1,20,17,0.18627078206962466,"[-0.29, 0.59]",0.44514509341810204,0.9902054167988223,False
Profilin-1,Median Value (nm),delta_time4_vs_time1,20,17,0.1753321221837379,"[-0.30, 0.58]",0.4727809031125798,0.9902054167988223,False
Peptidase inhibitor 16,Median Value (nm),delta_time4_vs_time1,20,17,0.22348426722936546,"[-0.26, 0.62]",0.3577192234922516,0.9902054167988223,False
Cell surface glycoprotein MUC18,Median Value (nm),delta_time4_vs_time1,20,17,-0.38835516311591606,"[-0.72, 0.08]",0.10035898387038608,0.9902054167988223,False
Adhesion G-protein coupled receptor G6,Median Value (nm),delta_time4_vs_time1,20,17,-0.4083551232413721,"[-0.73, 0.06]",0.08260970882830745,0.9902054167988223,False
Immunoglobulin heavy variable 1-69,Median Value (nm),delta_time4_vs_time1,20,17,0.25552017406993627,"[-0.22, 0.64]",0.29104680740457123,0.9902054167988223,False
Insulin-like growth factor-binding protein complex acid labile subunit,Median Value (nm),delta_time4_vs_time1,20,17,-0.05334921298499468,"[-0.50, 0.41]",0.8282781611042909,0.9902054167988223,False
Plasma serine protease inhibitor,Median Value (nm),delta_time4_vs_time1,20,17,0.5977573626992355,"[0.20, 0.83]",0.006872176634785798,0.9902054167988223,False
Immunoglobulin heavy variable 1-69D,Median Value (nm),delta_time4_vs_time1,20,17,0.010270500881055855,"[-0.45, 0.46]",0.9667142296576721,0.9902054167988223,False
Pancreatic adenocarcinoma up-regulated factor,Median Value (nm),delta_time4_vs_time1,20,17,0.24533540856128958,"[-0.24, 0.63]",0.31135958591336665,0.9902054167988223,False
Immunoglobulin heavy variable 3-64D,Median Value (nm),delta_time4_vs_time1,20,17,0.05040532763638423,"[-0.41, 0.49]",0.8376305453021566,0.9902054167988223,False
Neutrophil gelatinase-associated lipocalin,Median Value (nm),delta_time4_vs_time1,20,17,-0.06125620168343978,"[-0.50, 0.40]",0.803271059495112,0.9902054167988223,False
Lysosome-associated membrane glycoprotein 2,Median Value (nm),delta_time4_vs_time1,20,17,-0.17596374757249494,"[-0.58, 0.30]",0.4711622039707041,0.9902054167988223,False
Corneodesmosin,Median Value (nm),delta_time4_vs_time1,20,17,0.055858658304100195,"[-0.41, 0.50]",0.820323321470506,0.9902054167988223,False
Collagen alpha-1(XVIII) chain,Median Value (nm),delta_time4_vs_time1,20,17,0.24270813518919504,"[-0.24, 0.63]",0.31673381206583,0.9902054167988223,False
Lipopolysaccharide-binding protein,Median Value (nm),delta_time4_vs_time1,20,17,0.07944744908056826,"[-0.39, 0.52]",0.7464645152076523,0.9902054167988223,False
Immunoglobulin heavy variable 3-49,Median Value (nm),delta_time4_vs_time1,20,17,0.4279645002382925,"[-0.03, 0.74]",0.0675632664189666,0.9902054167988223,False
SPARC-like protein 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.04671071047418057,"[-0.49, 0.42]",0.8493973398488024,0.9902054167988223,False
Ras-associated and pleckstrin homology domains-containing protein 1,Median Value (nm),delta_time4_vs_time1,20,17,0.28948225227011765,"[-0.19, 0.66]",0.22932072635131895,0.9902054167988223,False
Alpha-1-acid glycoprotein 2,Median Value (nm),delta_time4_vs_time1,20,17,0.21502480123278325,"[-0.27, 0.61]",0.3766708427153169,0.9902054167988223,False
Immunoglobulin heavy variable 3-20,Median Value (nm),delta_time4_vs_time1,20,17,-0.016503679813970194,"[-0.47, 0.44]",0.946535362215581,0.9902054167988223,False
Neurogenic locus notch homolog protein 2,Median Value (nm),delta_time4_vs_time1,20,17,-0.0702675775876619,"[-0.51, 0.40]",0.7749939528674952,0.9902054167988223,False
Apolipoprotein B-100,Median Value (nm),delta_time4_vs_time1,20,17,0.036387293458798084,"[-0.42, 0.48]",0.8824304001450658,0.9902054167988223,False
CD44 antigen,Median Value (nm),delta_time4_vs_time1,20,17,-0.28601928312535796,"[-0.66, 0.19]",0.23519168875379712,0.9902054167988223,False
Pigment epithelium-derived factor,Median Value (nm),delta_time4_vs_time1,20,17,0.26605399578465755,"[-0.21, 0.64]",0.27091185809969637,0.9902054167988223,False
Xaa-Pro dipeptidase,Median Value (nm),delta_time4_vs_time1,20,17,0.27092863604556505,"[-0.21, 0.65]",0.26189559593071704,0.9902054167988223,False
Immunoglobulin heavy constant delta,Median Value (nm),delta_time4_vs_time1,20,17,0.08454252556897161,"[-0.38, 0.52]",0.7307625863435017,0.9902054167988223,False
Probable non-functional immunoglobulin heavy variable 3-38-3,Median Value (nm),delta_time4_vs_time1,20,17,-0.013823549460138118,"[-0.47, 0.44]",0.9552087037200209,0.9902054167988223,False
Immunoglobulin lambda constant 7,Median Value (nm),delta_time4_vs_time1,20,17,-0.0787153695231146,"[-0.51, 0.39]",0.7487286669629122,0.9902054167988223,False
Receptor-type tyrosine-protein phosphatase gamma,Median Value (nm),delta_time4_vs_time1,20,17,0.20609001237933017,"[-0.27, 0.60]",0.3972843256669335,0.9902054167988223,False
Afamin,Median Value (nm),delta_time4_vs_time1,20,17,0.06179297331355483,"[-0.40, 0.50]",0.8015797691796498,0.9902054167988223,False
Pyruvate kinase PKLR,Median Value (nm),delta_time4_vs_time1,20,17,0.1307388185568717,"[-0.34, 0.55]",0.5936958635454982,0.9902054167988223,False
Insulin-like growth factor 2,Median Value (nm),delta_time4_vs_time1,20,17,0.3947228549004822,"[-0.07, 0.72]",0.09443325084627441,0.9902054167988223,False
CD109 antigen,Median Value (nm),delta_time4_vs_time1,20,17,0.2890923795721943,"[-0.19, 0.66]",0.22997692096584688,0.9902054167988223,False
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,Median Value (nm),delta_time4_vs_time1,20,17,0.07206372355213615,"[-0.40, 0.51]",0.7693888433631059,0.9902054167988223,False
Dedicator of cytokinesis protein 4,Median Value (nm),delta_time4_vs_time1,20,17,0.09504503318950024,"[-0.38, 0.53]",0.6987236235757066,0.9902054167988223,False
Complement factor H-related protein 2,Median Value (nm),delta_time4_vs_time1,20,17,0.10307780498656245,"[-0.37, 0.53]",0.6745406257434692,0.9902054167988223,False
Selenoprotein P,Median Value (nm),delta_time4_vs_time1,20,17,0.10065355708502935,"[-0.37, 0.53]",0.6818080707715919,0.9902054167988223,False
Adipocyte plasma membrane-associated protein,Median Value (nm),delta_time4_vs_time1,20,17,-0.21645631711837932,"[-0.61, 0.26]",0.373424962985646,0.9902054167988223,False
Immunoglobulin heavy constant alpha 2,Median Value (nm),delta_time4_vs_time1,20,17,0.1317419572008899,"[-0.34, 0.55]",0.5908412245834156,0.9902054167988223,False
Lactotransferrin,Median Value (nm),delta_time4_vs_time1,20,17,0.15079577912022168,"[-0.33, 0.57]",0.5377492939429218,0.9902054167988223,False
Alpha-enolase,Median Value (nm),delta_time4_vs_time1,20,17,-0.18548130751370495,"[-0.59, 0.29]",0.4471111376123752,0.9902054167988223,False
Immunoglobulin heavy constant gamma 1,Median Value (nm),delta_time4_vs_time1,20,17,0.20527728085867578,"[-0.27, 0.60]",0.3991894796695903,0.9902054167988223,False
Collectin-10,Median Value (nm),delta_time4_vs_time1,20,17,-0.07537413154593837,"[-0.51, 0.39]",0.7590870996599879,0.9902054167988223,False
Lysosome-associated membrane glycoprotein 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.08428485321578787,"[-0.52, 0.38]",0.7315542786588665,0.9902054167988223,False
Cathelicidin antimicrobial peptide,Median Value (nm),delta_time4_vs_time1,20,17,0.35546531554270827,"[-0.12, 0.70]",0.13529865063911845,0.9902054167988223,False
Fibroblast growth factor-binding protein 2,Median Value (nm),delta_time4_vs_time1,20,17,-0.06387844853686658,"[-0.50, 0.40]",0.7950168140053158,0.9902054167988223,False
Lymphatic vessel endothelial hyaluronic acid receptor 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.2101784644587486,"[-0.61, 0.27]",0.38777632613607527,0.9902054167988223,False
Haptoglobin,Median Value (nm),delta_time4_vs_time1,20,17,0.24366757543562992,"[-0.24, 0.63]",0.31476485712895474,0.9902054167988223,False
Tenascin-X,Median Value (nm),delta_time4_vs_time1,20,17,-0.2582808257276221,"[-0.64, 0.22]",0.285683879637558,0.9902054167988223,False
Zinc finger protein 512B,Median Value (nm),delta_time4_vs_time1,20,17,0.016158815265634834,"[-0.44, 0.47]",0.9476510975354727,0.9902054167988223,False
Immunoglobulin lambda variable 3-19,Median Value (nm),delta_time4_vs_time1,20,17,0.20295312517156402,"[-0.28, 0.60]",0.4046650949010373,0.9902054167988223,False
Complement C1q subcomponent subunit B,Median Value (nm),delta_time4_vs_time1,20,17,-0.20906746345563204,"[-0.61, 0.27]",0.3903474816271034,0.9902054167988223,False
Ubiquitin-ribosomal protein eS31 fusion protein,Median Value (nm),delta_time4_vs_time1,20,17,-0.37229902145012556,"[-0.71, 0.10]",0.11648787898780721,0.9902054167988223,False
Kinesin-like protein KIF21A,Median Value (nm),delta_time4_vs_time1,20,17,0.02503183280619588,"[-0.43, 0.47]",0.9189796452903689,0.9902054167988223,False
Attractin,Median Value (nm),delta_time4_vs_time1,20,17,-0.19738945907930822,"[-0.60, 0.28]",0.41793721272191553,0.9902054167988223,False
Immunoglobulin lambda variable 1-44,Median Value (nm),delta_time4_vs_time1,20,17,0.05978898727186036,"[-0.41, 0.50]",0.8078982941375976,0.9902054167988223,False
Immunoglobulin heavy variable 1-46,Median Value (nm),delta_time4_vs_time1,20,17,-0.20115834348893663,"[-0.60, 0.28]",0.408921289220991,0.9902054167988223,False
Fibulin-1,Median Value (nm),delta_time4_vs_time1,20,17,-0.2433338203776006,"[-0.63, 0.24]",0.31544895556080754,0.9902054167988223,False
Secreted phosphoprotein 24,Median Value (nm),delta_time4_vs_time1,20,17,0.02532087756785916,"[-0.43, 0.47]",0.9180470754744623,0.9902054167988223,False
Scavenger receptor class B member 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.19558130928366407,"[-0.60, 0.28]",0.42230010321609135,0.9902054167988223,False
Immunoglobulin lambda variable 2-18,Median Value (nm),delta_time4_vs_time1,20,17,-0.1781286503588758,"[-0.59, 0.30]",0.4656352432215721,0.9902054167988223,False
Collagen alpha-2(VI) chain,Median Value (nm),delta_time4_vs_time1,20,17,-0.08294129676082763,"[-0.52, 0.39]",0.7356865171941518,0.9902054167988223,False
Adiponectin,Median Value (nm),delta_time4_vs_time1,20,17,0.5863139893339837,"[0.18, 0.82]",0.008330913702537895,0.9902054167988223,False
Nidogen-1,Median Value (nm),delta_time4_vs_time1,20,17,0.1349837258653042,"[-0.34, 0.56]",0.5816556066895322,0.9902054167988223,False
Alpha-1-antitrypsin,Median Value (nm),delta_time4_vs_time1,20,17,-0.00363265631582696,"[-0.46, 0.45]",0.9882241709977142,0.9975064507964061,False
"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Median Value (nm),delta_time4_vs_time1,20,17,0.0679477010506132,"[-0.40, 0.51]",0.7822491922503552,0.9902054167988223,False
Complement C1s subcomponent,Median Value (nm),delta_time4_vs_time1,20,17,-0.13307730042745478,"[-0.55, 0.34]",0.5870501606110905,0.9902054167988223,False
Alpha-actinin-4,Median Value (nm),delta_time4_vs_time1,20,17,-0.3367257074574713,"[-0.69, 0.14]",0.15863601015361087,0.9902054167988223,False
Complement component C1q receptor,Median Value (nm),delta_time4_vs_time1,20,17,-0.24807120631699633,"[-0.63, 0.23]",0.30582182824934945,0.9902054167988223,False
Inter-alpha-trypsin inhibitor heavy chain H3,Median Value (nm),delta_time4_vs_time1,20,17,0.2851396273551373,"[-0.19, 0.65]",0.23669826368598523,0.9902054167988223,False
Immunoglobulin kappa variable 1D-8,Median Value (nm),delta_time4_vs_time1,20,17,0.14063851067901453,"[-0.33, 0.56]",0.5657798145480519,0.9902054167988223,False
Low-density lipoprotein receptor,Median Value (nm),delta_time4_vs_time1,20,17,-0.018619552768033253,"[-0.47, 0.44]",0.9396920686413847,0.9902054167988223,False
Prolactin-inducible protein,Median Value (nm),delta_time4_vs_time1,20,17,-0.026733521724831122,"[-0.48, 0.43]",0.9134908362679115,0.9902054167988223,False
Hyaluronan-binding protein 2,Median Value (nm),delta_time4_vs_time1,20,17,0.0702675775876619,"[-0.40, 0.51]",0.7749939528674952,0.9902054167988223,False
N-acetylmuramoyl-L-alanine amidase,Median Value (nm),delta_time4_vs_time1,20,17,0.18466163840348299,"[-0.29, 0.59]",0.4491571132542377,0.9902054167988223,False
Serpin A11,Median Value (nm),delta_time4_vs_time1,20,17,-0.19567452706925165,"[-0.60, 0.28]",0.42207458685369104,0.9902054167988223,False
C4b-binding protein alpha chain,Median Value (nm),delta_time4_vs_time1,20,17,-0.04601687722614399,"[-0.49, 0.42]",0.8516105734251463,0.9902054167988223,False
Inter-alpha-trypsin inhibitor heavy chain H2,Median Value (nm),delta_time4_vs_time1,20,17,0.4462345959785029,"[-0.01, 0.75]",0.05548116509815689,0.9902054167988223,False
Fibrillin-1,Median Value (nm),delta_time4_vs_time1,20,17,-0.37204564848696947,"[-0.71, 0.10]",0.11675635785604914,0.9902054167988223,False
Golgi-associated RAB2 interactor protein 1B,Median Value (nm),delta_time4_vs_time1,20,17,0.2160305571655723,"[-0.26, 0.61]",0.37438870113151224,0.9902054167988223,False
Neurogenic locus notch homolog protein 3,Median Value (nm),delta_time4_vs_time1,20,17,-0.07952401948496884,"[-0.52, 0.39]",0.7462278152518607,0.9902054167988223,False
Immunoglobulin heavy constant alpha 1,Median Value (nm),delta_time4_vs_time1,20,17,0.03522904705093447,"[-0.43, 0.48]",0.8861492012879884,0.9902054167988223,False
Apolipoprotein C-III,Median Value (nm),delta_time4_vs_time1,20,17,-0.09038658039674004,"[-0.52, 0.38]",0.7128782108111057,0.9902054167988223,False
Glutathione peroxidase 3,Median Value (nm),delta_time4_vs_time1,20,17,0.4027526344681606,"[-0.06, 0.72]",0.08732901729726482,0.9902054167988223,False
Contactin-1,Median Value (nm),delta_time4_vs_time1,20,17,-0.25981463077699374,"[-0.64, 0.22]",0.282730666220173,0.9902054167988223,False
Stomatin,Median Value (nm),delta_time4_vs_time1,20,17,0.32551351096192244,"[-0.15, 0.68]",0.17384977925214504,0.9902054167988223,False
Immunoglobulin heavy variable 3-13,Median Value (nm),delta_time4_vs_time1,20,17,-0.02302053259638231,"[-0.47, 0.44]",0.9254716155904124,0.9902054167988223,False
Immunoglobulin heavy variable 1-69-2,Median Value (nm),delta_time4_vs_time1,20,17,-0.1150694545221557,"[-0.54, 0.36]",0.6390066695214578,0.9902054167988223,False
Apolipoprotein E,Median Value (nm),delta_time4_vs_time1,20,17,0.07079309535870583,"[-0.40, 0.51]",0.7733528895760713,0.9902054167988223,False
Mucosal addressin cell adhesion molecule 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.06073409284585413,"[-0.50, 0.40]",0.8049169530221058,0.9902054167988223,False
Protein S100-A11,Median Value (nm),delta_time4_vs_time1,20,17,0.12756901188238998,"[-0.35, 0.55]",0.6027536323891256,0.9902054167988223,False
Complement factor H-related protein 4,Median Value (nm),delta_time4_vs_time1,20,17,-0.14433340261249492,"[-0.56, 0.33]",0.5555097937985476,0.9902054167988223,False
Immunoglobulin kappa variable 1D-16,Median Value (nm),delta_time4_vs_time1,20,17,0.20431493488407915,"[-0.28, 0.60]",0.4014517944061685,0.9902054167988223,False
Immunoglobulin lambda variable 1-47,Median Value (nm),delta_time4_vs_time1,20,17,0.2756317956906198,"[-0.20, 0.65]",0.2533772777790087,0.9902054167988223,False
Fructose-bisphosphate aldolase A,Median Value (nm),delta_time4_vs_time1,20,17,-0.059924348521122515,"[-0.50, 0.41]",0.807471139716665,0.9902054167988223,False
Thrombospondin-1,Median Value (nm),delta_time4_vs_time1,20,17,0.5839513358085993,"[0.18, 0.82]",0.008661288019498717,0.9902054167988223,False
Aminopeptidase N,Median Value (nm),delta_time4_vs_time1,20,17,0.23881932021466898,"[-0.24, 0.63]",0.3247893248944027,0.9902054167988223,False
Apolipoprotein M,Median Value (nm),delta_time4_vs_time1,20,17,-0.16151255008151646,"[-0.57, 0.32]",0.5088813848082625,0.9902054167988223,False
Immunoglobulin heavy variable 3-43,Median Value (nm),delta_time4_vs_time1,20,17,0.09825466564142855,"[-0.37, 0.53]",0.6890260045855172,0.9902054167988223,False
Cysteine-rich secretory protein 3,Median Value (nm),delta_time4_vs_time1,20,17,0.21659629134243574,"[-0.26, 0.61]",0.37310842633465524,0.9902054167988223,False
Complement component C8 alpha chain,Median Value (nm),delta_time4_vs_time1,20,17,0.017655135232444233,"[-0.44, 0.47]",0.942810776361861,0.9902054167988223,False
Immunoglobulin heavy variable 2-70D,Median Value (nm),delta_time4_vs_time1,20,17,0.1595665803936487,"[-0.32, 0.57]",0.5140678116672226,0.9902054167988223,False
Immunoglobulin heavy variable 3-23,Median Value (nm),delta_time4_vs_time1,20,17,-0.20847407023667497,"[-0.61, 0.27]",0.3917245994279951,0.9902054167988223,False
Plasma kallikrein,Median Value (nm),delta_time4_vs_time1,20,17,-0.136280548326633,"[-0.56, 0.34]",0.5779981110194591,0.9902054167988223,False
Galectin-7,Median Value (nm),delta_time4_vs_time1,20,17,-0.4123112199462511,"[-0.73, 0.05]",0.07939219902908232,0.9902054167988223,False
Extracellular superoxide dismutase [Cu-Zn],Median Value (nm),delta_time4_vs_time1,20,17,0.31261180679785344,"[-0.17, 0.67]",0.19254569401498361,0.9902054167988223,False
Immunoglobulin heavy variable 1-8,Median Value (nm),delta_time4_vs_time1,20,17,0.16368050612440185,"[-0.31, 0.58]",0.5031328194636553,0.9902054167988223,False
Cystatin-C,Median Value (nm),delta_time4_vs_time1,20,17,-0.09121706529888067,"[-0.52, 0.38]",0.7103480614169271,0.9902054167988223,False
Immunoglobulin lambda-like polypeptide 1,Median Value (nm),delta_time4_vs_time1,20,17,0.3171536610037707,"[-0.16, 0.67]",0.18581737015653826,0.9902054167988223,False
Inhibin beta C chain,Median Value (nm),delta_time4_vs_time1,20,17,0.4953898606763386,"[0.05, 0.78]",0.03102591557252935,0.9902054167988223,False
Mannose-binding protein C,Median Value (nm),delta_time4_vs_time1,20,17,-0.061581269095007364,"[-0.50, 0.40]",0.8022467183022579,0.9902054167988223,False
IgGFc-binding protein,Median Value (nm),delta_time4_vs_time1,20,17,-0.08406972467053886,"[-0.52, 0.38]",0.7322154551391513,0.9902054167988223,False
Macrophage mannose receptor 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.02161818005416641,"[-0.47, 0.44]",0.930000749773032,0.9902054167988223,False
Aromatase,Median Value (nm),delta_time4_vs_time1,20,17,0.14542933739071287,"[-0.33, 0.56]",0.5524796209632177,0.9902054167988223,False
Cadherin-5,Median Value (nm),delta_time4_vs_time1,20,17,-0.04213570357103995,"[-0.49, 0.42]",0.8640101424796744,0.9902054167988223,False
Immunoglobulin kappa variable 1-8,Median Value (nm),delta_time4_vs_time1,20,17,-0.1058786035219834,"[-0.53, 0.37]",0.666178602676937,0.9902054167988223,False
Retinol-binding protein 4,Median Value (nm),delta_time4_vs_time1,20,17,-0.0069850905859502625,"[-0.46, 0.45]",0.9773587408085739,0.9928751898220957,False
Complement component C8 beta chain,Median Value (nm),delta_time4_vs_time1,20,17,0.09358610536653693,"[-0.38, 0.53]",0.7031465620667076,0.9902054167988223,False
Tumor necrosis factor receptor superfamily member 1B,Median Value (nm),delta_time4_vs_time1,20,17,-0.1730556252336036,"[-0.58, 0.31]",0.47863799514208494,0.9902054167988223,False
Formin-2,Median Value (nm),delta_time4_vs_time1,20,17,-0.17098070698433285,"[-0.58, 0.31]",0.48400763807540703,0.9902054167988223,False
Scavenger receptor cysteine-rich domain-containing protein DMBT1,Median Value (nm),delta_time4_vs_time1,20,17,0.037059737235713645,"[-0.42, 0.48]",0.8802724486709109,0.9902054167988223,False
Apolipoprotein L1,Median Value (nm),delta_time4_vs_time1,20,17,0.13294841055891177,"[-0.34, 0.55]",0.5874156346221415,0.9902054167988223,False
Leucine-rich alpha-2-glycoprotein,Median Value (nm),delta_time4_vs_time1,20,17,-0.013310386618808737,"[-0.46, 0.44]",0.9568699615883804,0.9902054167988223,False
Immunoglobulin heavy variable 1-2,Median Value (nm),delta_time4_vs_time1,20,17,0.2582600438613796,"[-0.22, 0.64]",0.2857240229236573,0.9902054167988223,False
Ras-related protein Rab-10,Median Value (nm),delta_time4_vs_time1,20,17,-0.041448807127117904,"[-0.49, 0.42]",0.8662078943527803,0.9902054167988223,False
Immunoglobulin heavy variable 1-24,Median Value (nm),delta_time4_vs_time1,20,17,-0.1914753090511873,"[-0.59, 0.29]",0.4322969264782336,0.9902054167988223,False
Annexin A3,Median Value (nm),delta_time4_vs_time1,20,17,0.20879116448803614,"[-0.27, 0.61]",0.39098836980428375,0.9902054167988223,False
Hemoglobin subunit beta,Median Value (nm),delta_time4_vs_time1,20,17,0.1432204428588518,"[-0.33, 0.56]",0.5585945628708617,0.9902054167988223,False
Immunoglobulin lambda variable 4-69,Median Value (nm),delta_time4_vs_time1,20,17,-0.14778888408276852,"[-0.56, 0.33]",0.5459808024856388,0.9902054167988223,False
Elongation factor 2,Median Value (nm),delta_time4_vs_time1,20,17,-0.23066817988476043,"[-0.62, 0.25]",0.34206253969377975,0.9902054167988223,False
Multiple inositol polyphosphate phosphatase 1,Median Value (nm),delta_time4_vs_time1,20,17,0.11596227987599261,"[-0.36, 0.54]",0.6363897442057502,0.9902054167988223,False
Collagen alpha-1(VI) chain,Median Value (nm),delta_time4_vs_time1,20,17,-0.028675455120537176,"[-0.48, 0.43]",0.9072317083197268,0.9902054167988223,False
Hepatocyte growth factor activator,Median Value (nm),delta_time4_vs_time1,20,17,0.14885323317619706,"[-0.33, 0.56]",0.5430606221924931,0.9902054167988223,False
Fibrinogen beta chain,Median Value (nm),delta_time4_vs_time1,20,17,-0.20436436634312005,"[-0.60, 0.28]",0.4013354192722286,0.9902054167988223,False
Hemicentin-1,Median Value (nm),delta_time4_vs_time1,20,17,0.11237721525645986,"[-0.36, 0.54]",0.6469224412585222,0.9902054167988223,False
C-type mannose receptor 2,Median Value (nm),delta_time4_vs_time1,20,17,0.1407885076060134,"[-0.33, 0.56]",0.5653612878848256,0.9902054167988223,False
Platelet glycoprotein Ib beta chain,Median Value (nm),delta_time4_vs_time1,20,17,0.2059033879408214,"[-0.27, 0.60]",0.39772135764693517,0.9902054167988223,False
Complement C2,Median Value (nm),delta_time4_vs_time1,20,17,0.04600967362622895,"[-0.42, 0.49]",0.8516335575275554,0.9902054167988223,False
Annexin A2,Median Value (nm),delta_time4_vs_time1,20,17,-0.15966879950980947,"[-0.57, 0.32]",0.513794755726106,0.9902054167988223,False
Protein disulfide-isomerase A3,Median Value (nm),delta_time4_vs_time1,20,17,0.16710274655947466,"[-0.31, 0.58]",0.49412230301938476,0.9902054167988223,False
Dipeptidyl peptidase 4,Median Value (nm),delta_time4_vs_time1,20,17,-0.22704443800618632,"[-0.62, 0.25]",0.3499096688905624,0.9902054167988223,False
Proteasome subunit alpha type-4,Median Value (nm),delta_time4_vs_time1,20,17,-0.2925361953321082,"[-0.66, 0.19]",0.22422251916731176,0.9902054167988223,False
Coagulation factor XI,Median Value (nm),delta_time4_vs_time1,20,17,0.22605305191016226,"[-0.25, 0.62]",0.35207441742324275,0.9902054167988223,False
Collectin-11,Median Value (nm),delta_time4_vs_time1,20,17,-0.2431907887192847,"[-0.63, 0.24]",0.31574239919051206,0.9902054167988223,False
High mobility group protein B1,Median Value (nm),delta_time4_vs_time1,20,17,-0.2658443299476385,"[-0.64, 0.21]",0.2713039403755228,0.9902054167988223,False
Immunoglobulin lambda variable 3-16,Median Value (nm),delta_time4_vs_time1,20,17,0.034158848601903165,"[-0.43, 0.48]",0.8895873333295103,0.9902054167988223,False
Prothrombin,Median Value (nm),delta_time4_vs_time1,20,17,0.29793420394724934,"[-0.18, 0.66]",0.21539246238246887,0.9902054167988223,False
Immunoglobulin kappa joining 1,Median Value (nm),delta_time4_vs_time1,20,17,-0.17664523051750733,"[-0.58, 0.30]",0.4694188530164136,0.9902054167988223,False
Immunoglobulin heavy variable 3-7,Median Value (nm),delta_time4_vs_time1,20,17,0.1885962625235331,"[-0.29, 0.59]",0.4393800185624387,0.9902054167988223,False
Immunoglobulin heavy variable 3-74,Median Value (nm),delta_time4_vs_time1,20,17,0.3480095579385079,"[-0.13, 0.69]",0.14427525947271475,0.9902054167988223,False
Ezrin,Median Value (nm),delta_time4_vs_time1,20,17,0.23462673137747608,"[-0.25, 0.62]",0.33360838263688897,0.9902054167988223,False
Intercellular adhesion molecule 2,Median Value (nm),delta_time4_vs_time1,20,17,-0.22157267793959712,"[-0.61, 0.26]",0.36195323298437587,0.9902054167988223,False
Lysozyme C,Median Value (nm),delta_time4_vs_time1,20,17,0.1887654829576534,"[-0.29, 0.59]",0.4389620325710094,0.9902054167988223,False
Protein AMBP,Median Value (nm),delta_time4_vs_time1,20,17,0.21144250937633013,"[-0.27, 0.61]",0.38486242421783523,0.9902054167988223,False
Prolyl endopeptidase FAP,Median Value (nm),delta_time4_vs_time1,20,17,-0.10354369574467547,"[-0.53, 0.37]",0.6731471027223752,0.9902054167988223,False
"Actin, cytoplasmic 2",Median Value (nm),delta_time4_vs_time1,20,17,-0.0030539058448545236,"[-0.46, 0.45]",0.9901001862523582,0.9975064507964061,False
Kallistatin,Median Value (nm),delta_time4_vs_time1,20,17,0.22624952868561926,"[-0.25, 0.62]",0.3516447883699545,0.9902054167988223,False
Hemopexin,Median Value (nm),delta_time4_vs_time1,20,17,0.20758514219058757,"[-0.27, 0.60]",0.3937925823993924,0.9902054167988223,False
C4b-binding protein beta chain,Median Value (nm),delta_time4_vs_time1,20,17,0.18330404615687487,"[-0.30, 0.59]",0.45255638448005264,0.9902054167988223,False
Peptidyl-prolyl cis-trans isomerase A,Median Value (nm),delta_time4_vs_time1,20,17,0.25636193820491343,"[-0.22, 0.64]",0.28940509757421884,0.9902054167988223,False
Complement C1r subcomponent-like protein,Median Value (nm),delta_time4_vs_time1,20,17,-0.23190066218111857,"[-0.62, 0.25]",0.33941713216662306,0.9902054167988223,False
Immunoglobulin heavy variable 3-30;Immunoglobulin heavy variable 3-30-5,Median Value (nm),delta_time4_vs_time1,20,17,-0.054206266808180165,"[-0.50, 0.41]",0.8255594956537811,0.9902054167988223,False
